Brand,url,title,Network,Price,doc_id,raw_html,Condition,Model,Memory,Bundled Items
Apple,"https://www.bonanza.com/listings/APPLE-I-Phone-4-16-Gigabyte-Storage-8-Megapixel-Camera-Black-Smart-Phone-B2578/526536598
",APPLE I Phone 4 16 Gigabyte Storage 8 Megapixel Camera Black Smart Phone B2578,Unlocked,29.65,488,.,fair,iPhone 4,16,
Apple,"https://www.bonanza.com/listings/Lot-of-15pcs-Apple-iPhone-4s-AT-T-16GB-Smartphone-Clean-IMEI-Functional/455378233
",Lot of 15pcs Apple iPhone 4s AT&T 16GB Smartphone Clean IMEI Functional,AT&T,1180.0,489,.,fair,iPhone 4S,16,
Apple,"https://www.bonanza.com/listings/Unlocked-Iphone-7-Plus-256GB-Verizon-At-T-T-MOBILE-Straight-Talk-Sprint-3043/529366058
",UNLOCKED IPHONE 7 PLUS 256GB VERIZON AT&T T-MOBILE STRAIGHT TALK SPRINT 3043,Unlocked,660.0,490,.,fair,iPhone 7 Plus,256,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-7-Plus-Verizon-256GB-Black-Smartphone-Applecare-Volume-button-READ/530895463
",Apple iPhone 7 Plus Verizon 256GB Black Smartphone Applecare Volume button READ,Verizon,499.99,491,.,fair,iPhone 7 Plus,256,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-6-16GB-O2-Sky-Giffgaff-Tesco-Space-Grey-with-Full-body-case/512870590
",Apple iPhone 6 (16GB) O2/Sky/Giffgaff/Tesco - Space Grey with Full body case,Unlocked,267.76,492,.,fair,iPhone 6,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-6s-PLUS-16GB-64GB-GSM-Factory-Unlocked-Smartphone-Phone/485803901
","Apple iPhone 6s+ PLUS 16GB 64GB GSM ""Factory Unlocked"" Smartphone Phone",Unlocked,487.88,493,.,fair,iPhone 6S Plus,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-6-Plus-16GB-Space-Gray-Unlocked-AT-T-T-Mobile-Sprint-Verizon/530883171
",Apple iPhone 6 Plus 16GB Space Gray Unlocked AT&T T-Mobile Sprint Verizon,Unlocked,243.99,494,.,fair,iPhone 6 Plus,16,
Apple,"https://www.bonanza.com/listings/-Apple-iPhone-6-128GB-A1549-Bell-Virgin-LTE-AWS-Gray-Warranty-MG3E2CL-Warranty/507102003
",â Apple iPhone 6 128GB A1549 Bell Virgin LTE AWS Gray Warranty MG3E2CL Warranty,Unlocked,308.2,495,.,fair,iPhone 6,128,
Apple,"https://www.bonanza.com/listings/Lot-of-30pcs-Apple-iPhone-4s-AT-T-16GB-Smartphone-Clean-IMEI-Functional/455378237
",Lot of 30pcs Apple iPhone 4s AT&T 16GB Smartphone Clean IMEI Functional,AT&T,2200.0,496,.,fair,iPhone 4S,16,
Apple,"https://www.bonanza.com/listings/Apple-Iphone-5-8GB-At-T-Black-Space-Gray-See-Pictures-And-Details/530932539
",APPLE IPHONE 5 8GB AT&T BLACK / SPACE GRAY See Pictures and Details,AT&T,69.99,497,.,fair,iPhone 5,8,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-6-Plus-128GB-Smartphone-GSM-Unlocked-Space-Gray/501094337
",Apple iPhone 6 Plus 128GB Smartphone GSM Unlocked Space Gray,Unlocked,470.25,498,.,fair,iPhone 6 Plus,128,
Apple,"https://www.bonanza.com/listings/Lot-of-50pcs-Apple-iPhone-4s-AT-T-16GB-Smartphone-Clean-IMEI-Functional/455378234
",Lot of 50pcs Apple iPhone 4s AT&T 16GB Smartphone Clean IMEI Functional,AT&T,3550.0,499,.,fair,iPhone 4S,16,
Apple,"https://www.bonanza.com/listings/Gorgeous-Golden-Mint-Unlocked-32gb-Iphone-7plus-w-Warranty-More-/522914694
",Gorgeous Golden Mint Unlocked 32gb Iphone 7plus w Warranty & More !,Unlocked,589.99,500,.,fair,iPhone 7 Plus,32,
Apple,"https://www.bonanza.com/listings/Apple-Iphone-7-Plus-128GB-Used-/530847976
",Apple Iphone 7 Plus 128GB (Used),Unlocked,700.0,501,.,fair,iPhone 7,128,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-7-Plus-256GB-Jet-Black-Verizon-Smartphone/530697515
",Apple iPhone 7 Plus - 256GB - Jet Black (Verizon) Smartphone,Verizon,593.99,502,.,fair,iPhone 7 Plus,256,
Apple,"https://www.bonanza.com/listings/Lot-of-30pcs-Apple-iPhone-4s-Verizon-16GB-Smartphone-Clean-IMEI-Functional/455378241
",Lot of 30pcs Apple iPhone 4s Verizon 16GB Smartphone Clean IMEI Functional,Verizon,2200.0,503,.,fair,iPhone 4S,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-4-8GB-Verizon-Smartphone-A1349-MD439LL-A/530683754
",Apple iPhone 4 - 8GB - (Verizon) Smartphone - A1349 - MD439LL/A,Verizon,28.01,504,.,fair,iPhone 4,8,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5s-AT-T-Cellphone-16GB-Gold/529969206
","Apple iPhone 5s AT&T Cellphone, 16GB, Gold",AT&T,125.0,505,.,fair,iPhone 5S,16,
Apple,"https://www.bonanza.com/listings/Lot-of-50pcs-Apple-iPhone-4s-Verizon-16GB-Smartphone-Clean-IMEI-Functional/455378239
",Lot of 50pcs Apple iPhone 4s Verizon 16GB Smartphone Clean IMEI Functional,Verizon,3550.0,506,.,fair,iPhone 4S,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-SE-64GB-Space-Gray-Factory-Unlocked-Smartphone/523924986
",Apple iPhone SE - 64GB - Space Gray Factory Unlocked Smartphone,Unlocked,303.86,507,.,fair,iPhone SE,64,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-iPhone-5s-16GB-Gold-AT-T-Smartphone/529607532
",Apple iPhone iPhone 5s - 16GB - Gold (AT&T) Smartphone,AT&T,121.51,508,.,fair,iPhone 5S,32,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-iPhone-5s-32GB-Gold-AT-T-Smartphone/529606365
",Apple iPhone iPhone 5s - 32GB - Gold (AT&T) Smartphone,AT&T,140.13,509,.,fair,iPhone 5S,32,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-4S-Black-32GB/508180721
",Apple iPhone 4S Black 32GB,Unlocked,275.0,510,.,fair,iPhone 4S,32,
Apple,"https://www.bonanza.com/listings/Apple-IPhone-6-16GB/516782499
",Apple IPhone 6 16GB,Unlocked,280.0,511,.,fair,iPhone 6,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-7-32-GB-Black-Silver-Rose-Gold-Gold-T-Mobile-Good-Condition/529544747
","Apple iPhone 7 32 GB Black, Silver, Rose Gold, Gold T-Mobile Good Condition",T-Mobile,449.99,512,.,fair,iPhone 7,32,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-iPhone-5s-16GB-Silver-AT-T-Smartphone/529608368
",Apple iPhone iPhone 5s - 16GB - Silver (AT&T) Smartphone,AT&T,110.73,513,.,fair,iPhone 5S,32,
Apple,"https://www.bonanza.com/listings/iPhone-6s-us-cellular-/502486630
",iPhone 6s (us cellular),Unlocked,300.0,514,.,fair,iPhone 6S,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-7-Plus-128GB-Jet-Black-AT-T-Smartphone-Mint-condition-plus-extras/529553435
",Apple iPhone 7 Plus 128GB Jet Black (AT&T) Smartphone Mint condition plus extras,AT&T,522.49,515,.,fair,iPhone 7 Plus,128,
Apple,"https://www.bonanza.com/listings/Apple-IPhone-6S-Plus-Silver-16GB-/478327011
",Apple IPhone 6S Plus (Silver 16GB),Unlocked,425.0,516,.,fair,iPhone 6S,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-7-32GB-Smartphone-GSM-Unlocked/519701370
",Apple iPhone 7 ~ 32GB Smartphone GSM Unlocked,Unlocked,550.91,517,.,fair,iPhone 7,32,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5-A1429-4G-GSM-4-Smartphone-White-64GB-Verizon-NO-SIM/529273881
","Apple iPhone 5 A1429 4G GSM 4"" Smartphone White / 64GB / Verizon / NO SIM",Verizon,79.19,518,.,fair,iPhone 5,16.0,
Samsung,"https://www.bonanza.com/listings/Us-Cellular-Samsung-Galaxy-S7-Edge-With-Outter-Box/484719572
",Us Cellular Samsung Galaxy S7 Edge With Outter Box,Unlocked,170.0,519,.,fair,Galaxy S7,32,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5c-16GB-White-AT-T-Smartphone-ATT-Ready-To-Go/529712713
",Apple iPhone 5c 16GB White AT&T Smartphone ATT Ready To Go,AT&T,63.54,520,.,fair,iPhone 5C,16,
Apple,"https://www.bonanza.com/listings/Apple-I-Phone-3GS-A1303-At-T-16GB-Blac-Locked-NEEDS-Password-Unlocked-21/411595152
",Apple iPhone 3GS A1303 AT&T 16GB (Blac-Locked-NEEDS PASSWORD UNLOCKED) #21,Unlocked,29.99,521,.,fair,iPhone 3S,8.0,
Apple,"https://www.bonanza.com/listings/-Unlocked-Very-good-Apple-iPhone-6-Plus-64GB-Gold-Smartphone/529028018
",(Unlocked!) Very good Apple iPhone 6 Plus - 64GB - Gold Smartphone,Unlocked,317.89,522,.,fair,iPhone 6 Plus,64,
Apple,"https://www.bonanza.com/listings/Apple-A1303-iPhone-3GS-8GB-Smartphone-AT-T/528985471
",Apple A1303 iPhone 3GS 8GB Smartphone AT&T,AT&T,21.0,523,.,fair,iPhone 3GS,8,
Apple,"https://www.bonanza.com/listings/Fair-Condition-Apple-iPhone-5s-16GB-Space-Gray-T-Mobile-FREE-SHIPPING-ga1/505280383
",Fair Condition Apple iPhone 5s - 16GB - Space Gray (T-Mobile) FREE SHIPPING! ga1,T-Mobile,147.51,525,.,fair,iPhone 5S,16,
Apple,"https://www.bonanza.com/listings/Good-Apple-iPhone-5s-16GB-Space-Gray-Sprint-kvj087-/505280385
",Good! Apple iPhone 5s - 16GB - Space Gray (Sprint) ! (kvj087),Sprint,167.31,526,.,fair,iPhone 5S,16,
Apple,"https://www.bonanza.com/listings/IPhone-6-Plus-Unlocked-64gb/523958140
",IPhone 6 Plus - Unlocked - 64gb,Unlocked,250.0,527,.,fair,iPhone 6 Plus,64,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-4-A1349-Space-Gray-32GB-MC678LL-A-Smartphone-Verizon/528980459
","Apple iPhone 4, A1349 Space Gray 32GB, MC678LL/A Smartphone Verizon",Verizon,44.99,528,.,fair,iPhone 4,32,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-7-Plus-256GB-Rose-Gold-Unlocked-Smartphone/529187631
",Apple iPhone 7 Plus - 256GB - Rose Gold (Unlocked) Smartphone,Unlocked,742.49,529,.,fair,iPhone 7 Plus,256,
Apple,"https://www.bonanza.com/listings/Apple-I-Phone-3GS-Black-MC640LL-A-8GB/529214719
",Apple iPhone 3GS Black MC640LL/A 8GB,Unlocked,16.33,530,.,fair,iPhone 3GS,8,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5-Sprint-GOOD-Clear-to-Activate-16GB-Black/528413975
",Apple iPhone 5 (Sprint) GOOD & Clear to Activate - 16GB Black,Sprint,113.84,531,.,fair,iPhone 5,16,
Apple,"https://www.bonanza.com/listings/Iphone-7-Plus-128GB-T-MOBILE-Metro-Pcs-Straight-Talk-Jet-Black-Mint-9-9-10-3042/529365265
",IPHONE 7 PLUS 128GB T-MOBILE METRO PCS STRAIGHT TALK JET BLACK MINT 9.9/10 3042,T-Mobile,590.0,532,.,fair,iPhone 7 Plus,128,
Apple,"https://www.bonanza.com/listings/-Great-Condition-Apple-iPhone-5c-8GB-Ask-for-color-AT-T-/455916123
",*Great Condition* Apple iPhone 5c - 8GB - Ask for color (AT&T),AT&T,67.95,533,.,fair,iPhone 5C,8,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-6-64GB-Space-Grey-EE-Smartphone/527735889
",Apple iPhone 6 - 64GB - Space Grey (EE) Smartphone,Unlocked,273.09,534,.,fair,iPhone 6,64,
Apple,"https://www.bonanza.com/listings/Apple-Cell-Phone-Mn572ll/523887146
",Apple Cell Phone Mn572ll,Unlocked,559.0,535,.,fair,iPhone 7 Plus,128,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-4-16GB-Black-Unlocked-Smartphone/527706314
",Apple iPhone 4 - 16GB - Black (Unlocked) Smartphone,Unlocked,158.4,536,.,fair,iPhone 4,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-4-8GB-White-AT-T-Smartphone-MD196LL-A-Clean-ESN-IMEI/527537203
",Apple iPhone 4 - 8GB - White (AT&T) Smartphone (MD196LL/A) Clean ESN / IMEI,AT&T,29.7,537,.,fair,iPhone 4,8,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-4-8GB-Black-AT-T-Smartphone-MD126LL-A-Clean-IMEI-ESN/527536814
",Apple iPhone 4 - 8GB - Black (AT&T) Smartphone (MD126LL/A) Clean IMEI / ESN,AT&T,26.73,538,.,fair,iPhone 4,8,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-6-128GB-Silver-Factory-Unlocked-with-2-x-Moment-Lenses/513630193
",Apple iPhone 6 - 128GB - Silver - Factory Unlocked with 2 x Moment Lenses,Unlocked,400.0,539,.,fair,iPhone 6,128,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-6-16GB-Gold-Bell-Mobility-Smartphone-CA-/509936229
",Apple iPhone 6 - 16GB - Gold (Bell Mobility) Smartphone (CA),Unlocked,212.33,540,.,fair,iPhone 6,16,
Apple,"https://www.bonanza.com/listings/Apple-I-Phone-4-16GB-Black-At-T-Clean-Imei-Esn/527305978
",Apple iPhone 4 - 16GB - Black (AT&T) Clean IMEI / ESN,AT&T,29.7,541,.,fair,iPhone 4,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-4s-16GB-Black-AT-T-Factory-Unlocked-Smart-Phone-A1387-Excellen/526827722
",Apple iPhone 4s -16GB - Black (AT&T) Factory Unlocked Smart Phone A1387 Excellen,Unlocked,199.99,542,.,fair,iPhone 4S,16,
Apple,"https://www.bonanza.com/listings/Mobile-iPhone-6-64GB-Gold-coloured-6-Months-Warranty-Grade-B-Used-FREE/505964453
","Mobile iPhone 6 64GB Gold coloured ""6 Months Warranty"" Grade B ""Used"" FREE",Unlocked,416.33,543,.,fair,iPhone 6,128.0,
Apple,"https://www.bonanza.com/listings/Unlocked-Apple-Iphone-6S-Plus-128GB-Verizon-At-T-Straight-Talk-T-MOBILE-2850/518739483
",UNLOCKED APPLE IPHONE 6S PLUS 128GB VERIZON AT&T STRAIGHT TALK T-MOBILE 2850,Unlocked,410.0,544,.,fair,iPhone 6S Plus,128,
Apple,"https://www.bonanza.com/listings/Iphone-7-Plus-32-Gb-Black-Used/518556306
",IPHONE 7 PLUS 32 GB Black USED,Unlocked,395.0,545,.,fair,iPhone 7 Plus,32,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-7-32GB-Black-T-Mobile-Smartphone/526482475
",Apple iPhone 7 - 32GB - Black T-Mobile Smartphone,T-Mobile,498.0,546,.,fair,iPhone 7,32,
Apple,"https://www.bonanza.com/listings/iPhone-7-Plus-JetBlack-128-GB-Verizon/504920792
",iPhone 7 Plus JetBlack 128 GB Verizon,Verizon,800.0,547,.,fair,iPhone 7 Plus,128,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-4-16GB-White-Verizon-Smartphone-MC677LLA/517723640
",Apple iPhone 4 - 16GB - White (Verizon) Smartphone MC677LLA,Verizon,60.36,548,.,fair,iPhone 4,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5s-16GB-Space-Gray-Straight-Talk-Smartphone/518720411
",Apple iPhone 5s - 16GB - Space Gray (Straight Talk) Smartphone,Unlocked,108.88,549,.,fair,iPhone 5S,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5s-16GB-A1533-ME296C-A-SASKTEL-Canada-LTE-Silver-30-Days-Warranty/507102022
",Apple iPhone 5s 16GB A1533 ME296C/A SASKTEL Canada LTE Silver 30 Days Warranty,Unlocked,112.04,550,.,fair,iPhone 5S,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-6-64GB-Silver-Unlocked-Smartphone-serious-buyer-only-no-call-/526256637
",Apple iPhone 6 - 64GB - Silver (Unlocked) Smartphone serious buyer only no call.,Unlocked,317.9,551,.,fair,iPhone 6,64,
Apple,"https://www.bonanza.com/listings/Jet-Black-Apple-Iphone-7-Plus-128GB-T-MOBILE-Straight-Talk-NET10-Good-8-10-3016/522573277
",JET BLACK APPLE IPHONE 7 PLUS 128GB T-MOBILE STRAIGHT TALK NET10 GOOD 8/10 3016,T-Mobile,560.0,552,.,fair,iPhone 7 Plus,128,
Apple,"https://www.bonanza.com/listings/Apple-I-Phone-6-64GB-Space-Gray-Smartphone-At-T-Pristine-Phone-Only-No-Charger/526143823
",Apple iPhone 6 64GB Space Gray Smartphone AT&T PRISTINE Phone Only NO CHARGER,AT&T,247.5,553,.,fair,iPhone 6,64,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5s-16GB-A1533-ME296C-A-SASKTEL-Canada-LTE-Gray-30-Days-Warranty/507102031
",Apple iPhone 5s 16GB A1533 ME296C/A SASKTEL Canada LTE Gray 30 Days Warranty,Unlocked,112.04,554,.,fair,iPhone 5S,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5s-16GB-Space-Grey-O2-Smartphone/525274306
",Apple iPhone 5s - 16GB - Space Grey (O2) Smartphone,Unlocked,162.23,555,.,fair,iPhone 5S,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-SE-32GB-Rose-Gold-Straight-Talk-Smartphone/508633884
",Apple iPhone SE - 32GB - Rose Gold (Straight Talk) Smartphone,Unlocked,158.94,556,.,fair,iPhone SE,32,
Apple,"https://www.bonanza.com/listings/-Apple-iPhone-5s-32GB-A1533-Bell-Virgin-LTE-AWS-Gray-30-Days-Warranty-/507102021
",â Apple iPhone 5s 32GB A1533 Bell Virgin LTE AWS Gray 30 Days Warranty â,Unlocked,128.04,557,.,fair,iPhone 5S,32,
Apple,"https://www.bonanza.com/listings/Mobile-Apple-iPhone-4S-32-GB-White-6-months-of-Warranty-Grade-B-Little-Used-/505964594
","Mobile Apple iPhone 4S 32 GB White ""6 months of Warranty"" Grade B+ ""Little Used""",Unlocked,158.34,558,.,fair,iPhone 4S,16.0,
Apple,"https://www.bonanza.com/listings/Used-In-Geat-Condition-Working-Apple-iPhone-4s-16GB-Smartphone-AT-T/516773439
",Used In Geat Condition Working Apple iPhone 4s - 16GB - Smartphone AT&T,AT&T,83.29,559,.,fair,iPhone 4S,16,
Apple,"https://www.bonanza.com/listings/Mobile-Apple-I-Phone-6-16GB-Silver-Grade-B-Used-Free-Without-Huella/505964603
","Mobile Apple iPhone 6 16GB Silver Grade B ""Used"" FREE WITHOUT HUELLA",Unlocked,328.46,560,.,fair,iPhone 6,64.0,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5-16GB-AT-T-White-Fair-Condition/508250785
",Apple iPhone 5 16GB AT&T (White) - Fair Condition,AT&T,71.77,561,.,fair,iPhone 5,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5s-32GB-A1533-Telus-Koodo-LTE-AWS-Gray-30-Days-Warranty/507102035
",Apple iPhone 5s 32GB A1533 Telus Koodo LTE AWS Gray 30 Days Warranty,Unlocked,120.04,562,.,fair,iPhone 5S,32,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-7-Plus-Latest-Model-128GB-Rose-Gold-Sprint-/484886407
",Apple iPhone 7 Plus (Latest Model) - 128GB - Rose Gold (Sprint),Sprint,740.99,563,.,fair,iPhone 7 Plus,128,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-6-Plus-64GB-Silver-EE-Smartphone/525268172
",Apple iPhone 6 Plus - 64GB - Silver (EE) Smartphone,Unlocked,330.96,564,.,fair,iPhone 6 Plus,64,
Apple,"https://www.bonanza.com/listings/Apple-I-Phone-Se-16GB-Gold-Unpaid-Balance-To-Verizon/525137447
",Apple iPhone SE 16GB - Gold UNPAID BALANCE to Verizon,Verizon,139.3,565,.,fair,iPhone SE,32.0,
Apple,"https://www.bonanza.com/listings/Apple-16-GB-White-Verizon-iPhone-5-Smartphone/525140152
",Apple 16 GB White Verizon iPhone 5 Smartphone,Verizon,117.81,566,.,fair,iPhone 5,16,
Apple,"https://www.bonanza.com/listings/iPhone-4-white-8GB-AT-T-model-1332-Excellent-used-condition/475246854
","iPhone 4 white 8GB, AT&T model 1332, Excellent used condition",AT&T,39.55,567,.,fair,iPhone 4,8,Car Charger
Apple,"https://www.bonanza.com/listings/Apple-I-Phone-4S-16GB-Black-Cellphone-Unlocked/443271605
",Apple iPhone 4S 16GB Black Cellphone UNLOCKED,Unlocked,109.49,568,.,fair,iPhone 4S,16,"Adapter, Cable"
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5s-16GB-A1533-ME298C-A-Telus-Koodo-LTE-AWS-Gold-30-Days-Warranty/507102017
",Apple iPhone 5s 16GB A1533 ME298C/A Telus Koodo LTE AWS Gold 30 Days Warranty,Unlocked,120.04,569,.,fair,iPhone 5S,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-4s-A1387-16GB-Black-Unlocked-MD276LLA-Bundle-Dexim-BluePack-Cable/518621319
",Apple iPhone 4s A1387 16GB Black Unlocked MD276LLA Bundle Dexim BluePack Cable,Unlocked,125.0,570,.,fair,iPhone 4S,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-6-16GB-Silver-Vodafone-Smartphone-Perfect-Condition/525279450
",Apple iPhone 6 - 16GB - Silver (Vodafone) Smartphone Perfect Condition,Unlocked,258.28,571,.,fair,iPhone 6,16,
Apple,"https://www.bonanza.com/listings/Black-Sprint-Apple-Iphone-7-32GB-Good-8-10-9000/529290810
",BLACK SPRINT APPLE IPHONE 7 32GB GOOD 8/10 9000,Sprint,350.0,572,.,fair,iPhone 7,32,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5-A1429-White-16GB-Unlocked-AT-T-T-Mobile-GSM-unlocked-/524781833
","Apple iPhone 5 A1429 White 16GB (Unlocked) - AT&T, T-Mobile GSM unlocked.",Unlocked,82.16,573,.,fair,iPhone 5,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5s-16GB-A1533-ME297C-A-Telus-Koodo-LTE-Silver-30-Days-Warranty/507102018
",Apple iPhone 5s 16GB A1533 ME297C/A Telus Koodo LTE Silver 30 Days Warranty,Unlocked,96.03,574,.,fair,iPhone 5S,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5s-16GB-Gold-Unlocked-NO-charging-cable/524733938
",Apple iPhone 5s - 16GB - Gold (Unlocked) - NO charging cable,Unlocked,229.68,575,.,fair,iPhone 5S,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5C-Sprint-Green-16-GB-in-Good-condition-Extras-HPF964-/505281821
","Apple iPhone 5C (Sprint) Green, 16 GB, in Good condition +Extras (HPF964)",Sprint,98.01,576,.,fair,iPhone 5C,16,
Apple,"https://www.bonanza.com/listings/Rose-Gold-Sprint-Apple-Iphone-7-32GB-Great-9-10-9000/529290833
",ROSE GOLD SPRINT APPLE IPHONE 7 32GB GREAT 9/10 9000,Sprint,360.0,577,.,fair,iPhone 7,32,
Apple,"https://www.bonanza.com/listings/Verizon-iPhone-7-Plus/525447852
",Verizon iPhone 7 Plus,Verizon,275.0,578,.,fair,iPhone 7,128,
Apple,"https://www.bonanza.com/listings/Unlocked-iPhone-6-16GB-Space-Grey/460577023
",Unlocked iPhone 6 - 16GB -Space Grey,Unlocked,375.99,579,.,fair,iPhone 6,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5-A1429-White-16GB-Verizon-clean-ESN/517710585
",Apple iPhone 5 A1429 White 16GB Verizon - clean ESN,Verizon,84.14,580,.,fair,iPhone 5,16,
Apple,"https://www.bonanza.com/listings/-Apple-iPhone-5s-16GB-A1533-ME296C-A-Bell-Virgin-LTE-AWS-Gray-Warranty-/507102023
",â Apple iPhone 5s 16GB A1533 ME296C/A Bell Virgin LTE AWS Gray Warranty â,Unlocked,120.04,581,.,fair,iPhone 5S,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-7-32GB-Black-AT-T-Smartphone/524258469
",Apple iPhone 7 - 32GB - Black (AT&T) Smartphone,AT&T,408.6,582,.,fair,iPhone 7,32,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-6-Sprint-16GB-Space-Gray-MG692LL-A-For-Parts-or-Not-Working-/495290119
",Apple iPhone 6 Sprint 16GB Space Gray MG692LL/A (For Parts or Not Working),Sprint,169.99,583,.,fair,iPhone 6,16,
Apple,"https://www.bonanza.com/listings/Near-Mint-Bold-Unlocked-CDMA-GSM-Black-128gb-Iphone-7-More-/530731305
",Near Mint Bold Unlocked CDMA/GSM Black 128gb Iphone 7 & More !,Unlocked,529.99,584,.,fair,iPhone 7,128,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-6-16GB-Silver-Rogers-Wireless-Clean-IMEI-ESN/503059716
",Apple iPhone 6 - 16GB - Silver (Rogers Wireless) Clean IMEI / ESN,Unlocked,202.95,585,.,fair,iPhone 6,16.0,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5s-16GB-A1533-ME298C-A-Bell-Virgin-LTE-AWS-Gold-30-Days-Warranty/507102009
",Apple iPhone 5s 16GB A1533 ME298C/A Bell Virgin LTE AWS Gold 30 Days Warranty,Unlocked,120.04,586,.,fair,iPhone 5S,16,
Apple,"https://www.bonanza.com/listings/Gold-Apple-Iphone-6S-Plus-128GB-Sprint-Ting-Straight-Talk-Flash-Ring-Plus-2845/518729662
",GOLD APPLE IPHONE 6S PLUS 128GB SPRINT TING STRAIGHT TALK FLASH RING PLUS 2845,Sprint,395.0,587,.,fair,iPhone 6S Plus,128,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-6s-Plus-32-GB-T-Mobile-Silver/483167014
",Apple iPhone 6s Plus 32 GB T-Mobile Silver,T-Mobile,484.89,588,.,fair,iPhone 6S,64.0,
Apple,"https://www.bonanza.com/listings/-Mint-Condition-Unlocked-CDMA-GSM-128gb-Silver-Iphone-7plus-w-Warranty-More-/530746644
","""Mint"" Condition Unlocked CDMA/GSM 128gb Silver Iphone 7plus w Warranty & More!!",Unlocked,639.99,589,.,fair,iPhone 7 Plus,128,
Apple,"https://www.bonanza.com/listings/Black-Sprint-Apple-Iphone-7-32GB-Great-9-10-9000/528989707
",BLACK SPRINT APPLE IPHONE 7 32GB GREAT 9/10 9000,Sprint,380.0,590,.,fair,iPhone 7,32,
Apple,"https://www.bonanza.com/listings/Used-Pre-Owned-Apple-iPhone-4s-White-16GB-With-Original-Box-and-Chargers/442262167
","Used Pre-Owned Apple iPhone 4s White 16GB With Original Box, and Chargers",Unlocked,79.99,591,.,fair,iPhone 4S,16.0,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-3GS-Black-MC640LL-A-8GB-Nice-Condition/522500934
",Apple iPhone 3GS Black MC640LL/A 8GB Nice Condition,Unlocked,32.68,592,.,fair,iPhone 3GS,8,
Apple,"https://www.bonanza.com/listings/-I-Phone-6-16GB-A1549-MG3C2CL-A-Unlocked-Lte-Aws-Silver-30-Days-Warranty/511617334
",â iPhone 6 16GB A1549 MG3C2CL/A UNLOCKED LTE AWS Silver 30 Days Warranty,Unlocked,233.93,593,.,fair,iPhone 6,16,
Apple,"https://www.bonanza.com/listings/Apple-iPhone-5s-16GB-Space-Gray-AT-T-Great-Condition-Fully-Functional/453864495
",Apple iPhone 5s - 16GB - Space Gray (AT&T) * Great Condition *Fully Functional,AT&T,127.87,594,.,fair,iPhone 5S,16,
