Price,Mobile OS,Title,Memory,Carrier,Brand,Condition,Model,Description,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Ignore: iPhone 7 8 x 6s Android wii Samsung apple Nokia GoPro,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Ignore: msr two tent backpacking camping north face Gregory osprey kelty Solomon vibram outdoor,,,,,,
,,,,,,,,Equipment camp,,,,,,
,,,,,,,,Beautiful Apple Watch 38mm series 2 is in excellent condition comes with extra white sports band all papers  I believe is still under warranty,,,,,,
,,,,,,,,"Perfect condition Samsung Galaxy S7 Edge for sale. T-Mobile device but can be unlocked to work on other carriers. Comes with a slim case as well. In perfect condition, not a single scratch or blemish. Also has screen protector. $400 or best offer.",,,,,,
,,,,,,,,box and accessories and AKG headphone only..,,,,,,
,,,,,,,,NO phone,,,,,,
,,,,,,,,Samsung Galaxy S5 Sprint (Excellent condition).,,,,,,
,,,,,,,,The phone is in great condition.,,,,,,
,,,,,,,,"Please call/text 310-897-027five. $150 cash, Pick the phone in Torrance.",,,,,,
,,,,,,,,"Up for sale is a launch-day delivery of a iPhone X, Grey 64GB, for Verizon! w00t!",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,This phone was purchased in-full through Verizon with a scheduled launch delivery day of Friday 11/3. ,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Our FedEx guy usually comes late morning.  I'll be available after lunch on Friday to meet you in the Hollywood area.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Text me if you're interested.,,,,,,
,,,,,,,,Iphone 7Plus 128gb black,,,,,,
,,,,,,,,Rarely used. Just upgraded to 8,,,,,,
,,,,,,,,Perfect condition,,,,,,
,,,,,,,,Activation ready,,,,,,
,,,,,,,,Serious inquiries only,,,,,,
,,,,,,,,Brand new Samsung Note8 black color Comes along with,,,,,,
,,,,,,,,brand new magnetic case and screen protector as well,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,For T-Mobile network,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,750,,,,,,
,,,,,,,,"Cash, local pick up only",,,,,,
,,,,,,,,Brand new Samsung Note8 black color Comes along with,,,,,,
,,,,,,,,brand new magnetic case and screen protector as well,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,For T-Mobile network,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,750,,,,,,
,,,,,,,,"Cash, local pick up only",,,,,,
,,,,,,,,Brand new Samsung Note8 black color Comes along with,,,,,,
,,,,,,,,brand new magnetic case and screen protector as well,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,For T-Mobile network,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,750,,,,,,
,,,,,,,,"Cash, local pick up only",,,,,,
,,,,,,,,iPhone X-64GB Space Gray T-mobile UNLOCKED from apple store - $1200- with receipt,,,,,,
,,,,,,,,iPhone X-256GB SILVER Universal- fully paid- bestbuy-  $1500- with receipt,,,,,,
,,,,,,,,iPhone X-256GB SPACE GRAY T-Mobile- from T-mobile- FULLY PAID  $1500- with receipt,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,All available 11:30 AM Friday 11/3,,,,,,
,,,,,,,,MINT CONDITION,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,#213-----------378---33---63,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,THANK YOU,,,,,,
,,,,,,,,AMY SIMCARD,,,,,,
,,,,,,,,AMY COUNTRY OK,,,,,,
,,,,,,,,AT&t--------T----MOBILE ----METRO,,,,,,
,,,,,,,,H20 CRICKET GO SMART,,,,,,
,,,,,,,,"This is a B+ Stock item, meaning unit is in good cosmetic condition and may have minor scrapes or scratches since it's been handled.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"This is Factory Unlocked. This means it will work with Verizon, T-Mobile, AT&T, Sprint, MetroPCS, Cricket Wireless, Simple Mobile, H20 Wireless, LycaMobile, Boost Mobile, etc.",,,,,,
,,,,,,,,But works with Verizon the BEST,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Bright Blue!,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,$139 if you do Verizon NEW prepaid Activation - $50 or aboe monthly plan.,,,,,,
,,,,,,,,$169 just phone only.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Please call or come in for any questions!,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,iTalk Communications,,,,,,
,,,,,,,,"11421 Carson, Ste G",,,,,,
,,,,,,,,"Lakewood, CA 90715",,,,,,
,,,,,,,,Only a week old for t mobile only but can be unlocked. Brand new comes with box retail 799.99$plus tax I'm selling for $699  no taxes still save money. Cash only! No shipping! Meet up in safe place for both party's safety. If you don't agree just simply keep swiping.  Everything you need to know is in the description.,,,,,,
,,,,,,,,Get a brand new sealed iPhone 6 for $149.99 when you switch to Boost Mobile!,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Already have Boost Mobile?,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Get it for only $199.99,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Come in or call for any questions!,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,iTalk Communications,,,,,,
,,,,,,,,"11421 Carson, Ste G",,,,,,
,,,,,,,,"Lakewood, CA 90715",,,,,,
,,,,,,,,"(T-Mobile, MetroPCS, Cricket Wireless, H2O Wireless, Verizon, Ultra, Lycamobile, Simple Mobile, Pageplus, Unlocked, GSM, Sprint, Boost Mobile)",,,,,,
,,,,,,,,MINT CONDITION,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,#213---------378---33---63,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,THANK YOU,,,,,,
,,,,,,,,SIMPLE MOBILE,,,,,,
,,,,,,,,GO SMART,,,,,,
,,,,,,,,LYCOMOBILE,,,,,,
,,,,,,,,Samsung Galaxy S7. Black. 32gb. AT&T.,,,,,,
,,,,,,,,Brand new in the box. Received this as promotion for a new line but used my other phone instead. The phone has never been turned on or used.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Clean IMEI. Will provide IMEI number to prove it's clean.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,300$ CASH ONLY. PICK UP ONLY.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"NO PAYPAL, NO SHIPPING, NO SCAMS",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Text only,,,,,,
,,,,,,,,original everything  and it's ready to go clean ESN,,,,,,
,,,,,,,,IPhone 6 16gb  gold color interested call me,,,,,,
,,,,,,,,iPhone 6s unlocked 64gig perfect condition,,,,,,
,,,,,,,,With battery case,,,,,,
,,,,,,,,Card holder case,,,,,,
,,,,,,,,Regular case,,,,,,
,,,,,,,,Gel case,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Cash only,,,,,,
,,,,,,,,brand new.  never used. just open box. no lte. just gps,,,,,,
,,,,,,,,Lg stylo2 metropcs unlocked it's ready to go clean ESN,,,,,,
,,,,,,,,Samsung Galaxy S 5 AT&T (Excellent condition).,,,,,,
,,,,,,,,"The phone is in great condition, Black cover includes.",,,,,,
,,,,,,,,Please call/text,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,". $160 cash only, pick up the phone in Torrance CA.",,,,,,
,,,,,,,,"I am selling an excellent condition Samsung Galaxy S7 Edge 32GB in gold. No cracks or chips anywhere on the phone. It is an UNLOCKED phone so it will work with any carrier. It comes with the original box, charger, and headphones. I am asking $350 OBO for everything. I accept CASH only, and local pick up. If interested, please send an email with your information to the email provided.",,,,,,
,,,,,,,,I am posting Brand New look like used phone,,,,,,
,,,,,,,,"No scratch, No ding, Work great",,,,,,
,,,,,,,,It come with usb cable and charger,,,,,,
,,,,,,,,I just upgraded to Newer phone.,,,,,,
,,,,,,,,iPhone 6 Verizon in perfect condition for sale. Asking $250 OBO. Looking to sell asap,,,,,,
,,,,,,,,Great condition. Unlocked and ready to activate! Make a (reasonable) offer.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"PRICE IS FIRM. IF AD IS STILL UP, IT'S AVAILABLE.",,,,,,
,,,,,,,,"Phone only. Cash only, pickup only, no trades. Will meet at a Starbucks so you can enter your Apple ID.",,,,,,
,,,,,,,,"Hello I have the red iPhone 7 128 gb plus unlocked for sale . They come with the charger , original box , and headphones .",,,,,,
,,,,,,,,"Great smartphone, works excellent! Unlocked to any carrier. 5""screen.",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,Samsung Galaxy S5,,,,,,
,,,,,,,,"Works with Verizon / Unlocked to work with T-Mobile, ATT, International, Overseas",,,,,,
,,,,,,,,Clean IMEI / Paid Off,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Call or Text,,,,,,
,,,,,,,,I have an iPhone 6 16gb (unlocked) in perfect working condition . Comes with screen protector and box only (no charger no earphones),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,If interested please contact me at,,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,"Screen Shattered, Need a new LCD?? We Can Fix it..",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Need a new back glass for iphone ?!?! (iPhone / iPad / iTouch ),,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"We can Repair iPod, iPad, iPhone Services:",,,,,,
,,,,,,,,Screen Replacements,,,,,,
,,,,,,,,Jailbreak,,,,,,
,,,,,,,,Factory Unlocks,,,,,,
,,,,,,,,Any Button Fix,,,,,,
,,,,,,,,Charging Port,,,,,,
,,,,,,,,Restore,,,,,,
,,,,,,,,"Cases, Accessories",,,,,,
,,,,,,,,Battery Replacements,,,,,,
,,,,,,,,Phone Flashing,,,,,,
,,,,,,,,Bill Payments,,,,,,
,,,,,,,,Headphone jack,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,for more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,Apple iphone 6S for sale. In good condition perfect screen. No icloud lock and ready to connect with Sprint/Boost. No low offers asking for $265 firm. Everything works. Clean phone,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"Say mention ""iPhone 6s"" when you text or call anytime at",,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,. Thank you,,,,,,
,,,,,,,,Unlocks done FAST!!!!!,,,,,,
,,,,,,,,factory unlock your locked At&T or T-Mobile phones and make them work AGAIN!!,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"Want to use your Samsung, LG, or HTC in another country? We can Unlock them.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Iphone 7 plus,,,,,,
,,,,,,,,Iphone 7,,,,,,
,,,,,,,,Iphone 6s plus,,,,,,
,,,,,,,,Iphone 6s,,,,,,
,,,,,,,,Iphone 6 plus,,,,,,
,,,,,,,,Iphone 6,,,,,,
,,,,,,,,Iphone 5se,,,,,,
,,,,,,,,Iphone 5s,,,,,,
,,,,,,,,Iphone 5c,,,,,,
,,,,,,,,Iphone 5,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Note 8,,,,,,
,,,,,,,,Note 5,,,,,,
,,,,,,,,Note 4,,,,,,
,,,,,,,,Note 3,,,,,,
,,,,,,,,Note 2,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Galaxy S7 edge,,,,,,
,,,,,,,,Galaxy S7,,,,,,
,,,,,,,,Galaxy S6 edge Plus,,,,,,
,,,,,,,,Galaxy S6 edge,,,,,,
,,,,,,,,Galaxy S6,,,,,,
,,,,,,,,Galaxy S5 Sport,,,,,,
,,,,,,,,Galaxy S5,,,,,,
,,,,,,,,Galaxy S4,,,,,,
,,,,,,,,Galaxy Mega,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Excellent Fast work.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,For more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,Unlocks done FAST!!!!!,,,,,,
,,,,,,,,factory unlock your locked At&T or T-Mobile phones and make them work AGAIN!!,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"Want to use your Samsung, LG, or HTC in another country? We can Unlock them.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Iphone 7 plus,,,,,,
,,,,,,,,Iphone 7,,,,,,
,,,,,,,,Iphone 6s plus,,,,,,
,,,,,,,,Iphone 6s,,,,,,
,,,,,,,,Iphone 6 plus,,,,,,
,,,,,,,,Iphone 6,,,,,,
,,,,,,,,Iphone 5se,,,,,,
,,,,,,,,Iphone 5s,,,,,,
,,,,,,,,Iphone 5c,,,,,,
,,,,,,,,Iphone 5,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Note 8,,,,,,
,,,,,,,,Note 5,,,,,,
,,,,,,,,Note 4,,,,,,
,,,,,,,,Note 3,,,,,,
,,,,,,,,Note 2,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Galaxy S7 edge,,,,,,
,,,,,,,,Galaxy S7,,,,,,
,,,,,,,,Galaxy S6 edge Plus,,,,,,
,,,,,,,,Galaxy S6 edge,,,,,,
,,,,,,,,Galaxy S6,,,,,,
,,,,,,,,Galaxy S5 Sport,,,,,,
,,,,,,,,Galaxy S5,,,,,,
,,,,,,,,Galaxy S4,,,,,,
,,,,,,,,Galaxy Mega,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Excellent Fast work.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,For more info call 323 595-8 four 5 nine or visit us at,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,2325 W. Jefferson Blvd.,,,,,,
,,,,,,,,"Los Angeles, CA 90018",,,,,,
,,,,,,,,i have iphone 6s 16 gb phone att still good condition,,,,,,
,,,,,,,,no icloud lock or shipping interested text me,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,, thankyou,,,,,,
,,,,,,,,Samsung Galaxy S 5 AT&T (Excellent condition).,,,,,,
,,,,,,,,"The phone is in great condition, Black cover includes.",,,,,,
,,,,,,,,Please call/text,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,". $150 cash only, pick up the phone in Torrance CA.",,,,,,
,,,,,,,,Samsung Galaxy S 5 AT&T (Excellent condition).,,,,,,
,,,,,,,,"The phone is in great condition, Black cover includes.",,,,,,
,,,,,,,,Please call/text,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,". $150 cash only, pick up the phone in Torrance CA.",,,,,,
,,,,,,,,"Three oversized heavy duty teak bar stools. They are bar height at 4' and the seat is 30"" x 30"" They are priced per stool and we are firm on the price. In great condition.",,,,,,
,,,,,,,,"Bought brand new. In great condition, just a few small scratches on top, screen intact. Recently bought a brand new (apple) battery for it. 64 GB.",,,,,,
,,,,,,,,sealed iphone 8 plus 256 gb sealed,,,,,,
,,,,,,,,"For sale like new condition Iphone 7, 256G, Black, still under warranty until 4/2018. comes with all original accessories.",,,,,,
,,,,,,,,700 OBO.,,,,,,
,,,,,,,,Local and cash only.,,,,,,
,,,,,,,,Just got in iPhone 6s Clean Black 16gb IMEI/ESN ready for activation! Phone is factory unlocked!,,,,,,
,,,,,,,,42957,,,,,,
,,,,,,,,"T-Mobile, AT&T, international, Simple Mobile.",,,,,,
,,,,,,,,Can pick up nov 4th.  Getting new iPhone x so must sell or best offer.,,,,,,
,,,,,,,,New note 8 any carrier,,,,,,
,,,,,,,,,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,No paypal,,,,,,
,,,,,,,,No trade,,,,,,
,,,,,,,,cash only,,,,,,
,,,,,,,,Samsung Galaxy S5 Sprint (Excellent condition).,,,,,,
,,,,,,,,The phone is in great condition.,,,,,,
,,,,,,,,"Please call/text 310-897-027five. $150 cash, Pick the phone in Torrance.",,,,,,
,,,,,,,,This phone is a Samsung Galaxy S5 Mini from AT&T. The phone works great except that the screen is broken. The screen needs to be replaced. I live in West Lancaster....hit me up if you are interested.,,,,,,
,,,,,,,,Purchased a few weeks ago and decided I would not need the extra service. Phone is in excellent condition. Open to negiotiate price. Just want to sale and payoff the balance.,,,,,,
,,,,,,,,Iphone 6 Plus for sale in great condition in original box. Can be unlocked for any carrier,,,,,,
,,,,,,,,Selling a sealed iPhone 7 128 GB. Cannot return it because its past the max day return policy. This phone is for Verizon wireless. If you're interested in buying feel free to send me a message.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Will not bother responding to low offers.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Thanks,,,,,,
,,,,,,,,Selling a sealed iPhone 7 128 GB. Bought it and decided not to keep it but was not able to return it cause its passed the max day return policy. This phone is for Verizon wireless. If you're interested in buying feel free to send me a message.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Will not bother responding to low offers.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Thanks,,,,,,
,,,,,,,,iPhone 6 plus 128 GB Space Grey in great condition and original box for sale.,,,,,,
,,,,,,,,Selling a sealed iPhone 7 128 GB. Bought it and decided not to keep it but was not able to return it cause its passed the max day return policy. This phone is for Verizon wireless. If you're interested in buying feel free to send me a message.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Will not bother responding to low offers.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Thanks,,,,,,
,,,,,,,,Selling my Samsung Galaxy S5.,,,,,,
,,,,,,,,"It's  a T Mobile device, locked and can be unlocked.",,,,,,
,,,,,,,,"Black, clean no scratches or dents, works great.",,,,,,
,,,,,,,,Phone in perfect working condition.,,,,,,
,,,,,,,,Includes a incipio case and two extra glass screen protectors.,,,,,,
,,,,,,,,Has a screen cover already on as well.,,,,,,
,,,,,,,,Phone pictures taken before factory reset to show it works.,,,,,,
,,,,,,,,16gb.,,,,,,
,,,,,,,,"Used but in great condition. Owned for a few months. Has had a body case and screen protector on since I purchased  at the store. Comes with usb cord, usb wall adapter and both large and small wrist attachments.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Has Apple Care until April of 2019,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Comes with body case and brand new screen protector.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Located in San Dimas,,,,,,
,,,,,,,,No Delivery. Unless offered more than asking price and within a reasonable distance.,,,,,,
,,,,,,,,Text me at,,,,,,
,,,,,,,,"Used but in great condition. Owned for a few months. Has had a body case and screen protector on since I purchased  at the store. Comes with usb cord, usb wall adapter and both large and small wrist attachments.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Has Apple Care until April of 2019,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Comes with body case and brand new screen protector.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Located in San Dimas,,,,,,
,,,,,,,,No Delivery. Unless offered more than asking price and within a reasonable distance.,,,,,,
,,,,,,,,Text me at,,,,,,
,,,,,,,,"Used but in great condition. Owned for a few months. Has had a body case and screen protector on since I purchased  at the store. Comes with usb cord, usb wall adapter and both large and small wrist attachments.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Has Apple Care until April of 2019,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Comes with body case and brand new screen protector.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Located in San Dimas,,,,,,
,,,,,,,,No Delivery. Unless offered more than asking price and within a reasonable distance.,,,,,,
,,,,,,,,Text me at,,,,,,
,,,,,,,,UNOPENED Galaxy S8,,,,,,
,,,,,,,,Tmoble,,,,,,
,,,,,,,,Black,,,,,,
,,,,,,,,Paid off,,,,,,
,,,,,,,,I have a clean and excellent condition Sprint galaxy S4 phone ready to be activated to your sprint line!  My wife had it protected in an otter case since day one!,,,,,,
,,,,,,,,Hello there. selling an iPhone 6 with clean esn. if interested contact Anthony,,,,,,
,,,,,,,,"Selling my brand new, sealed in box with receipt Apple iPhone X 64GB in Silver. I will be available to meet any time at night on Friday November 3rd, or any time at all on Saturday November 4th. No shipping, must meet in person at a bank.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"If you have any questions let me know, text",,,,,,
,,,,,,,, ,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Thank you!,,,,,,
,,,,,,,,Sam,,,,,,
,,,,,,,,"Beautiful iPhone 5s that is unlocked open to work with any carrier including AT&T, T-Mobile, Verizon, and Sprint! The storage capacity for this phone is 16 GB. Battery life is excellent and the phone has been properly maintained. Shows some signs of wear which is totally normal and no dents and cracks. It looks like as if it's NEW! Clean IMEI, no lock. It has been factory reset.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,ORIGINAL BOX is also included!,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Text me at:,,,,,,
,,,,,,,,"Beautiful iPhone 5s that is unlocked open to work with any carrier including AT&T, T-Mobile, Verizon, and Sprint! The storage capacity for this phone is 16 GB. Battery life is excellent and the phone has been properly maintained. Shows some signs of wear which is totally normal and no dents and cracks. It looks like as if it's NEW! Clean IMEI, no lock. It has been factory reset.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,ORIGINAL BOX is also included!,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Text me at:,,,,,,
,,,,,,,,For sale is a brand new 128 GB iPhone7. Sealed in box. Got it under warranty replacement and I have the iPhone X coming this week.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Cash Only.,,,,,,
,,,,,,,,AT and T Ulocked iphone 6,,,,,,
,,,,,,,,Height: 5.44 inches (138.1 mm),,,,,,
,,,,,,,,Width: 2.64 inches (67.0 mm),,,,,,
,,,,,,,,Depth:0.27 inch (6.9 mm),,,,,,
,,,,,,,,Weight: 4.55 ounces (129 grams),,,,,,
,,,,,,,,PHONE SOLD BY ITSELF,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,ipad imac mac macbook pro air samsung galaxy s8 iphone iphone7 iphone6s 6s 7s andriod toshiba,,,,,,
,,,,,,,,I have a gold iPhone 7 in great condition for sale. Looking for $350 but will take best offer because I need to sell it. My loss is your gain!,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Text Adrienne anytime -  323 nine zero five 84O3,,,,,,
,,,,,,,,IPhone 6s gold for sale only $75. The screen has a liquid crack and would need to be repaired,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,Text Adrienne at 323 nine zero five 84O3,,,,,,
,,,,,,,,"samsung galaxy note 5 T-mobile , metro pcs at&T",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,phone is in perfect condition and everything works perfect.,,,,,,
,,,,,,,,phone has few minor scratches on the side and on the back.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,phone comes with usb and charger,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,our address: 12504 vanowen st north hollywood,,,,,,
,,,,,,,,our phone number,,,,,,
,,,,,,,,"samsung galaxy s6 Verizon unlocked T-mobile , metro pcs.",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,phone is in perfect condition and everything works fine.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,phone is unlocked you can use it with any company you like.,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,our store address: 12504 vanowen st north hollywood,,,,,,
